"year","species","ND","FD","indiv","prec","variation","fall","spring","summer","winter","fall_rel","spring_rel","summer_rel","winter_rel","germination_rate","seed_survival","H","CS","LA","SLA","LAI","RD","SRL","TDMr","SRA","CN","C13","N15"
"2015","BEMA",1.65792893388775,-0.00117975055958739,0.419753086419753,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.38,0.43,31.5,0.355265144,3.49736675,1303.456367,1.20907413,6.416666667,6815.008155,7.03319785,403.7382256,25.03875969,-26.84,13.03
"2015","CETE",1.09483574994542,0.071496289675367,3.72222222222222,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.53,0.1,11.33333333,0.160354229,0.265668417,2041.595213,0.752593988,0.1,13962.98106,4.678121363,670.9945023,25.14705882,-28.6,4.54
"2015","CHFU",1.58852314742278,0.0127898222960438,15.5864197530864,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.8,0.38,10.16666667,0.550158262,1.139196625,3062.662131,0.630617362,0.758333333,10514.21671,1.177703211,1163.21303,17.79991147,-31.08,25.43
"2015","CHMI",1.56350294511376,0.0244063563329288,2.72222222222222,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.76,0.32,91.45,0.50151129,2.161188008,1429.803899,0.431763105,0.75,3655.615989,2.393295085,494.536917,35.7619863,-29.91,4.96
"2015","HOMA",1.5241251154807,-0.00427831078831297,20.7376543209877,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.94,0.25,15.91666667,0.714934831,0.454270833,1508.550838,0.259772064,0.1,5087.494757,4.037485417,439.5805964,18.05206463,-28.3,18.62
"2015","LEMA",1.44699973160297,-0.0346083799248434,7.66975308641975,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.89,0.33,19.33333333,0.685933848,11.99059333,1813.125201,0.659293232,1575,6350.99686,0.999636695,970.7788273,30.92651757,-28.45,12.47
"2015","MEEL",1.53106686945952,-0.0741547977724837,0.966049382716049,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.59,0.6,12.5,0.525730927,1.962864583,2254.537294,0.320063666,0.383333333,3129.868477,6.108080029,277.8318264,10.66930171,-27.91,-0.18
"2015","MESU",1.49584692763251,-0.0249002854407839,1.55555555555556,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.77,0.63,23,0.636208569,1.216718742,1583.088306,0.102930845,0.491666667,4569.417808,6.538756083,339.0874395,11.63715679,-27.63,-1.03
"2015","PAIN",1.54073918218087,-0.029646401795571,3.82407407407407,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.33,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","PLCO",1.48298375144601,-0.00809595814545462,16.787037037037,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.84,0.57,13.33333333,0.506105642,4.260365917,1325.464886,2.322283696,4.666666667,6012.821659,3.440877998,529.3299985,26.59956866,-29.06,13.01
"2015","POMA",1.47513692134379,-0.0384211448065279,12.6574074074074,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.85,0.46,15.41666667,0.458358016,0.304043392,1763.081021,0.248418301,0.1,18896.05848,5.761667515,713.743478,20.68740592,-28.09,6.07
"2015","POMO",1.56286506492056,0.0214679667851681,1.3641975308642,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.91,0.49,53.58333333,0.360340485,1.484993892,1334.485407,0.555406682,0.1,4895.699458,3.702192309,531.3260896,38.3062201,-27.3,19.19
"2015","PUPA",1.50746730264001,0.0247929954366592,0.382716049382716,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.84,0.55,21,0.720917165,0.464756475,903.1422476,0.268589125,0.566666667,2445.832529,5.385546773,260.6631443,17.02419355,-28.68,8.8
"2015","SASO",1.41470245177069,-0.0257682068056845,22.6728395061728,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.52,0.3,13.66666667,0.848599581,0.520219833,335.3922613,0.179033534,0.216666667,1959.996312,6.258014929,211.3444808,11.10809895,-13.25,22.66
"2015","SCLA",1.52463418921131,0.000888944963646276,2.71913580246914,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.69,0.41,20.5,0.664911579,3.89718,2176.187515,0.809198285,9.416666667,5397.804294,1.958130935,648.7181116,20.74130879,-29.14,11.89
"2015","SOAS",1.4753913443244,-0.05503912455375,0.731481481481482,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.6,0.29,22.16666667,0.589418039,8.207236583,2957.63386,1.035235572,0.758333333,7563.938395,1.825267187,798.4265911,30.43512044,-28.99,5.65
"2015","SPRU",1.37953581761436,-0.0448779968567806,0.450617283950617,420.6,3.97208078325213,246.8,67.3,23.1,83.4,0.58678078934855,0.16000951022349,0.0549215406562054,0.198288159771755,0.44,0.41,9.25,0.604580026,0.082956667,882.1100133,0.32623609,175,8941.415011,3.986585207,603.7588667,18.84736842,-27.42,14.6
"2016","BEMA",1.66027016291379,0.0268070804175676,0.419753086419753,625.5,2.98999633360968,196.4,254.6,47.4,127.1,0.313988808952838,0.407034372501998,0.075779376498801,0.203197442046363,0.38,0.43,31.5,0.355265144,3.49736675,1303.456367,1.20907413,6.416666667,6815.008155,7.03319785,403.7382256,25.03875969,-26.84,13.03
"2016","CETE",1.58201686202623,0.0970201760851201,3.72222222222222,625.5,2.98999633360968,196.4,254.6,47.4,127.1,0.313988808952838,0.407034372501998,0.075779376498801,0.203197442046363,0.53,0.1,11.33333333,0.160354229,0.265668417,2041.595213,0.752593988,0.1,13962.98106,4.678121363,670.9945023,25.14705882,-28.6,4.54
"2016","CHMI",1.92183969284534,-0.00414213521446508,2.72222222222222,625.5,2.98999633360968,196.4,254.6,47.4,127.1,0.313988808952838,0.407034372501998,0.075779376498801,0.203197442046363,0.76,0.32,91.45,0.50151129,2.161188008,1429.803899,0.431763105,0.75,3655.615989,2.393295085,494.536917,35.7619863,-29.91,4.96
"2016","HOMA",1.55523848491345,0.0607443711342877,20.7376543209877,625.5,2.98999633360968,196.4,254.6,47.4,127.1,0.313988808952838,0.407034372501998,0.075779376498801,0.203197442046363,0.94,0.25,15.91666667,0.714934831,0.454270833,1508.550838,0.259772064,0.1,5087.494757,4.037485417,439.5805964,18.05206463,-28.3,18.62
