case,ND_BEMA,ND_CETE,ND_CHFU,ND_CHMI,ND_HOMA,ND_LEMA,ND_LYTR,ND_MEEL,ND_MESU,ND_PAIN,ND_PLCO,ND_POMA,ND_POMO,ND_PUPA,ND_SASO,ND_SCLA,ND_SOAS,ND_SPRU,FD_BEMA,FD_CETE,FD_CHFU,FD_CHMI,FD_HOMA,FD_LEMA,FD_LYTR,FD_MEEL,FD_MESU,FD_PAIN,FD_PLCO,FD_POMA,FD_POMO,FD_PUPA,FD_SASO,FD_SCLA,FD_SOAS,FD_SPRU,equi_BEMA,equi_CETE,equi_CHFU,equi_CHMI,equi_HOMA,equi_LEMA,equi_LYTR,equi_MEEL,equi_MESU,equi_PAIN,equi_PLCO,equi_POMA,equi_POMO,equi_PUPA,equi_SASO,equi_SCLA,equi_SOAS,equi_SPRU
2015_1,,0.04213625844600916,,1.7386668120674518,,,,,-0.0013898671531806105,,2.571804834016054,,2.102143744899464,1.0723371305450915,2.2203711074475936,7.721911404594812,1.7401919785693392,2.6657359404597933,,-0.031845556947567744,,0.4014311976892457,,,,,0.31398212202851705,,0.3101922132711548,,-1.8831722647699265,0.2702740595518668,0.2904720939325709,-1.5593037189277317,0.36008276066782274,0.3203106878546433,,140144.31925296198,,-1.2797630986225643,,,,,,,120936.56632658411,,-0.7006411027772317,-1.1894045708484948,6876.174605313947,1426.761015240896,-1.4558993487106917,-1.3227488374176846
2015_1,,,,13.78617344410429,14.230368309214535,,,,inf,,2.8272501123912965,,8.372385375655169,-inf,-inf,3.8559390440168033,14.58278635624088,-inf,,,,0.42144258310645977,-0.5121447025857842,,,,-inf,,0.3164084422216377,,0.43557004122408893,-inf,-inf,0.32813675471208503,0.34660676863239503,-inf,,,,inf,-1.0638297872340423,,,,inf,,2.530111192260073e+123,,-1.0989010989010988,,,inf,-1.6666666666666667,
2015_1,17.486491253548518,,,-4.9393956721866464e-15,,,,-0.16714443270081816,-0.4541125051733642,,-0.15897674029833364,,2.8653221976799603,3.094827275379234,4.4542594101640525,2.832582633164149,-3.590531762796381e-16,-0.006571359227019518,0.2983389801684967,,,0.41371792941571184,,,,0.3481522791224804,0.002527358644131561,,0.1972074136964812,,-4.245901124751082,0.30346987127782243,0.3108712936446397,0.2729688080142805,0.3483353343773624,0.31575150031651955,-2.6272757375401854,,,,,,,,,,,,-1.0988902142901702,0.7431298818177192,-1.9229312701433483,8.099633321302122,,
2015_1,,,,0.037814111612084325,,,,,-0.2337038273358145,,1.8323489533247548,,3.2212737910814067,4.648952171948657,0.3899210455906432,4.025474954515884,0.00031401182140826194,-2.130086987322004e-06,,,,0.34934301049287864,,,,,0.15377793371824178,,-0.301443831584411,,-0.06332242562229151,0.3022304130497365,-0.13739724780656482,0.3239506356215174,0.3443186224104542,0.30986605618568097,,,,,,,,,,,-1.186902239497,,-1.0989007501055226,0.3058463824564389,56140.05589487576,166013.4692210358,,
2015_1,15.510827645655773,,,9.679838681306743e-07,,,,,3.1484667271257747,,4.291101623208132,,4.047920724761924,4.221125890603888,1.7207603287311892e-08,6.855687780500187,0.0,0.0,0.30328832006386297,,,0.4131847425368992,,,,,0.3149897189797213,,0.3114138713331287,,-2.126631021209749,0.3014394935595245,0.3085103729464933,0.3349126620979304,0.34397803420474604,0.3124194019874319,-2.6271049714079706,,,,,,,,33962.725596601136,,105.76255279142552,,6.477692273239244,17.414102862331774,,-1.4395586231193358,,
2015_1,,,,2.5010264751953217,,,,,-0.2814832241671122,,0.030918386415237507,,,-0.03147328325616185,0.010240146669054234,3.201465648844624,-0.0008151937850992976,-6.367553414249728e-10,,,,0.4115510600764397,,,,,0.09916964381753612,,0.2959095690619946,,,-0.17558434316147142,0.30186796775935043,0.0922506986793098,0.3591828567823377,0.31745901088590633,,,,-1.3156545525587549,,,,,,,,,,137849.0325473723,,5703166.3482492175,,
2015_1,-0.12979772221308195,,3.4044166254735018,6.861725393329723,,,,,-0.5005559269219465,0.8126978847155599,1.555798378312264,,,6.843631505770531,1.2250624660110567,1.246735797200618,2.6916848810007297,-1.0536981495181733e-05,0.21535271853713112,,-5.632693591579648,0.41111892062709743,,,,,-0.8344616116771921,0.0719867244814234,-0.0131744780321843,,,-0.0878711609487306,0.19671993834580004,0.32371911175968315,0.3584485918136442,0.3053196594496932,,,217363698864.86832,3520070507.199525,,,,,31922516.43032065,9.540580120800362,-1.1049928280436063,,,1103847.9244479812,-0.6486650582324353,52.42477344316604,9.019621057079656,
2015_1,,,-0.19334825104989148,0.0,3.8623427990556047,,,-3.988132647688393e-06,-6.9130137974660965e-06,14.920111658708588,1.3938054284886126,,1.6006395941999998,5.748757515477482,0.0,,-5.813399453739828e-06,0.0,,,0.19807581416470688,0.3981663843957516,-0.07073261594929248,,,0.4382720343858064,0.31331440690335943,0.1894218820389223,-0.2491841161640791,,0.434594345849664,-1.115172200635696,0.2887996667793219,,0.3574527076056825,0.30713012150725416,,,,,-1.0638269084635092,,,,,547662.731331954,-1.1899731987109934,,-1.098898220511139,832.9805471327572,,,,
2015_1,,-0.41664529035546705,,2.1582233329462803,,,,,-0.0005004354613119005,2.9595158714889385,0.7072720307822229,,1.9998895408216577,3.0387637598098047,1.1822820108791652,1.4291954449528863,-0.3988250961501121,0.09800486887556524,,-0.0031445164838204143,,0.39607572948285785,,,,,0.30826460572302583,0.03705568665464309,0.1241669313190502,,-0.7481824713692831,0.2984662991099272,-0.23555860263565465,0.3069850231985538,-0.12416358747320032,0.31377869914681145,,,,-1.2323267573305527,,,,,,118.2441598547556,-1.1903889772273144,,-1.0984079347567692,1612.9034972013526,9.635217317989953,43.03078693256362,,
2015_1,5.205197080754278,,,8.217856678755059,,,,-0.19727307725425788,8.333943276696957,4.019022322812129,1.3584541315240311e-13,2.93147679705168,5.2923345628117815,3.967405762334522e-05,2.039356692757912,5.748025038217372,0.737203049245359,0.0,0.2929974705545825,,,0.4158588656500191,,,,0.3247728731132313,0.29948551742793705,0.16102314469563928,0.31000037532939084,0.017007070999846774,0.4336554702231576,0.30449833084221456,-9.411008558112028,0.3293419898379143,0.3516899432749103,0.3097202082678008,-2.4896208998374965,,,-0.6643049155975549,,,,,33.040660762836445,-2.63744993192258,,9.038295715524047,-0.2630916980707807,,-1.7870530143468464,8.928559894106971,-1.64624653733445,
2015_1,-0.15800429532003035,,,4.680774677039545,,,,,17.63524074683821,,0.3319874740875585,,0.06539590340230449,1.144796694645897,1.1675985919810146,2.2201883720071205,-3.808958487907467e-07,-0.00021582565853563504,0.17371281704842945,,,0.4096827552113377,,,,,0.31010221740436283,,-0.027417720518179367,,-1.6090633903360594,0.3079153818096429,0.2922717850236021,0.34099572651012944,0.3458333989158803,0.3079313042794417,,,,8263.26723734147,,,,,143561.22305635668,,-1.188614993267727,,-0.25130737302263306,6.2787066641830025,11.140802470376766,9802762.473414265,,
2015_1,-0.00018921977270202543,,5.17775375426278,0.8397893642851938,,,,,-0.3612415370563775,,1.7498274323296517,,-4.8803617092320345e-05,4.059983027016206,2.083883904119856,13.088207401977256,1.0732404602333154,0.0,0.3399229003160691,,0.010522381624192723,0.40898987262218456,,,,,0.06630085874933167,,0.2364901450386248,,0.4395811547138957,0.26366786739457304,0.2945263011198256,0.3266030101882472,0.35508486195715994,0.305408107117932,,,6510160373273.875,-1.315733281446448,,,,,,,9.441783090702297e+22,,,-1.1904761904761905,-1.9230769230767188,35244680.30470204,255.98509851251822,
2015_1,,2.241483685718331,,2.106334264775307,-6.959833022338515,,,-0.6774948733804239,10.011446280133503,11.110222336688476,-0.059370462416337186,,2.2524771842965348,-1.0193487222173243,-9.24376396933905e-10,13.450321366062536,-0.17182895728022382,-3.5659116036521824e-10,,0.26382451133982376,,0.4300192460417981,-3.281576904823172,,,0.06500416783479301,0.30139290082513503,0.18122629939002965,0.2661368362579423,,0.2100233139908958,-3.678055354315545,0.3020669500484846,0.2808520312457832,0.2481931545939093,0.31564422495590305,,29.00169640493886,,-1.2710778667096794,,,,,-1.078609771335379,-0.6436591177385012,,,-1.0959358664763594,-0.7101707605590831,,30.42432364903852,,
2015_1,0.016657220801792418,1.0968287515331334,,0.3109965449434885,-1.0733731528812949,,,,15.624765476545928,3.064686118576072,-1.440816507429086e-05,,1.4041220395769174,19.310123290127358,1.1866235591839651,14.476549659229601,0.0,0.7878380757593033,0.2889090215278705,0.015478170848904682,,0.4064114815694775,-0.12830292742000915,,,,0.3139255235496763,-0.019496758480980203,0.318149928806607,,-2.7434476834600536,0.3089033978582809,0.29921657324318585,0.333756946697473,0.3471388067473494,-0.7777198142961155,,1971.8223264549767,,,,,,,-1.2978615061766576,38685.7655809023,,,-1.0795666633923138,-1.1901043372557274,1.7408968030782193,-1.4279285302136218,,4.878322288126784
2015_1,,,,9.02268678194578,-0.29306545697223657,,,,16.35074824896108,,0.0003952740019742187,,0.014463076708853898,0.3286804934307749,1.1925056246354682,217125.5601709403,-0.03614740697578976,-0.0003690505373266525,,,,0.4420649499306699,0.08209431826156899,,,,-0.4542029776720751,,0.30867058976384143,,0.443742732079784,0.29767501820020315,0.3007938634453535,-13973.108500786599,0.3205716969471897,0.31274753225107044,,,,338738991.6001938,,,,,1073549.2797462349,,,,,-1.1043491133237089,3679.2500618907416,3.0902076824678484e+16,,
2015_1,-0.03601447914865735,,,3.050330458503129,1.308711474946739,,,,-0.6670638169346382,6.422033891630792,-0.4590136278531778,,,1.8359684352376304,-3.134334663525425,-0.049513050598616735,1.9801545975387367,-0.011921136904521713,0.3181788194346322,,,0.2085113931358279,-0.10260411804434244,,,,-13.280710028333061,0.124616343071563,-0.00020229972616991887,,,-2.8417240520917635,-9.062333349494944,-0.3088697707637427,-1.8499731202241143,0.3098174601174289,,,,1.9293532708325047,-1.0637349740956938,,,,336.6606201760212,-2.8097783517502584,,,,10.041410121135847,92.41132847475964,16076.188964090232,-1.6544306610750226,
2015_1,,,,20.05410971350664,,,,,0.7664671454214202,6.231051049911772,4.867897914668236,,7.464154068387573,2.7875486983599806,2.0133676207466262,,2.2661748648477435e-06,1.833286081414184,,,,0.4305390487979178,,,,,0.31072790202105005,0.13875143371753607,0.3084299758232302,,-25.414541532767483,0.3034645098147212,0.3057738242223823,,0.35030920922640685,0.3074676974396676,,,,-1.3157894736842106,,,,,4.143305115976953e+21,3.7600486975256475e+35,-1.187059818559982,,3.719773091186018e+26,2.7565740555941946e+23,-1.9230769193675064,,,3.564669013809074e+19
2015_1,10.24972456040168,,,-1.3833048865890893e-08,,,,,4.860613565637796,4.655172810040023,4.958742574881869,,3.1309511247913395,7.774416917273693,0.8381600505955832,8.633842377301995,-0.00023528476022496349,-3.2406400518956404e-06,0.29856793584654884,,,0.4418325500248471,,,,,0.30866299681992915,0.17503098351209212,-0.6415286988385587,,-1.5744371376220183,0.3042480008898477,-0.4144439356991405,0.29971045892284565,0.3566930778875609,0.3169069865314161,1558707.0781513515,,,,,,,,-1.2987012987012976,-3.0303030303030303,-1.1904761904761905,,-1.098901098900814,-1.1904761904761905,177649539606.43805,5.171995053490859e+25,,
2015_1,,,-0.34786000677607976,-0.4003585245484538,1300394.608453773,,,-0.4761724079671295,0.037049602190122016,,3.0250902579889525,,-0.521941858948521,3.7834463519712536,0.040957193649786484,4.200640176550958,2.7623514004674963,2.68817283292352,,,0.08386922875660108,0.18481480263776395,-61893.78486445135,,,0.17678514441650994,0.29553767113971785,,0.31665505592494936,,-0.4030188981353899,0.2713902164202958,0.3099766872600006,0.32540694184691143,0.3533402083622673,0.3076194524950429,,,,,-1.0638297740867668,,,,,,449.3464240351232,,,-1.188317137722807,,169595.0245004219,7.013081383839379,31.361845212057066
2015_1,,,,2.6126585772949267,,,,,4.827184295046715,2.357660720079849,-0.4186378231385952,,23.22616109072205,-1.8388944977057476e-09,-0.33225383906379635,6.466113807273482,0.0,-0.10697619646169497,,,,0.3617759603683341,,,,,-6.454585256461001,-3.2395125987501645,0.014552213535189762,,0.4642884449810827,0.300682664996044,-0.009044359117059031,0.3340711810780619,0.35900221329615245,0.2294951657695432,,,,-1.3157894736842104,,,,,-1.2987012987012987,-3.0303030302286125,,,-1.0989009806789456,,,-1.4492753623133223,,
2015_1,-0.5543975731744026,,,-0.0017890699388138712,33.36681767872595,,,-1.3169973440335259,6.4668676560385725,-0.7378663914268883,0.0,,2.0477661794610467,45.914208447057455,1.6851164241829135,28.961812689350143,1.562328989371408e-05,0.1637949897370881,0.03793231640679917,,,0.41685350429802936,0.4683358127392138,,,-0.3083417564830322,0.3034845013270935,-0.41593494372576795,0.3093714216479764,,0.3863461196356824,0.30691157065568075,-200.5392020007287,0.33565102516380363,0.3538727986252804,0.31566028501104115,,,,,-1.0638297872306266,,,,113098.70710976404,,,,29065.318692278583,2.27698246458592,86.35815313584038,-1.4492752226397876,,
2015_1,0.6302110852682747,,1.643551196709382,6.33171330244719e-09,,,,-0.2799741179446019,-0.7042695136648961,2.784999095097004,2.983945459165792,,2.2551441583890086,5.506488114838433,1.3798012121754475,2.9777692499604465,-0.11384162635896357,0.3230868394855317,-1.8732789897094342,,0.010342847884665107,0.40978080586198296,,,,0.27456006325314464,-0.16107563737946504,-0.05494702965729137,-0.6978062769878233,,0.22748950523153544,0.2983702648465978,-0.7816783349380043,0.331019960391146,-0.20531213769129608,0.3009196223180932,3.696474122332821e+24,,3.5364784062521573e+19,,,,,,,2907692817480.1,-1.1903133767639222,,250.2150109201212,6.69710081501679e+22,1.0436617916262268e+22,-1.4492740773956865,1598.5822167205206,32254116.62813128
2015_1,27.854079718214386,,,3.9535282812175994e-15,10.732494773085255,,,,5.661240103653943e-13,,4.540218618816587,,3.9717847677590865,23.23794962960145,17.540818103313487,13.274423579866786,1.4848189375973545e-09,0.0,0.5732842541716724,,,0.4154337507265308,0.027235302271605977,,,,0.2985260944664222,,0.3198797120861605,,0.4346370789730457,0.3080967709182967,0.291572326878954,0.3355755295519889,0.3560038652125012,0.30416168213384664,-2.3934349553312337,,,,-0.3131959127871441,,,,,,35034.363517409816,,-1.0988234238367844,-1.1904694437810734,-1.921060392223249,78.82286183124073,,
2015_1,-4.552821075399902e-05,,6.854872398773284,2.315907345150435,2.9164490971260686,,,,11.78574518328433,25.573172806053037,0.0006453741831572723,,1.701313547844875,4.660528669217477,-1.807637954210473,-0.0004169395097852422,11.749066665766936,-inf,0.30322943823709714,,0.13563368131894082,0.3942328292310112,0.08722450008419824,,,,0.30696052240061433,0.18191212401104065,0.30774868674412703,,0.2962119577397601,0.3008642732623158,-0.9293183727706767,0.32784800547256343,0.3541435233239648,-inf,,,-1.2499999999999585,9562103.399413543,-1.0638297872340423,,,,-1.2987012984315045,33898.72578146008,,,7738043.918635359,-1.1903475702526916,,,-1.666666642462702,
2015_1,,,,0.7854599313253301,,,,-0.5012060933580442,-1.31080749234023,0.4547829531559572,-0.2500889922171223,,3.6302958140260615,-0.3645921755975599,0.5943292461754907,-1.8685863515241912,0.4085463199008752,-0.12991774892000596,,,,0.4143652515241304,,,,0.14227643457532446,-0.5756076727909407,0.012600495555349922,-0.492155489505467,,-2.7914804827192525,-0.3334346510149522,0.07522321988433844,-0.919022499704606,0.2594147127754848,0.1463503044580351,,,,-1.315629583013584,,,,,,128372.76256087275,8650.165195872669,,-1.08604254770486,,-1.9145456194126818,,-1.572522912150026,
2015_1,-0.6473498606625461,,,0.6129621960020678,,,,,-0.00012237963692842508,,-0.36634266882211797,,-1.4105044066330292,0.004068268032473233,1.4660850268971144,0.3738518743471963,-0.2641651958430061,0.6229625209447265,-0.010158859360718251,,,0.4218036320332106,,,,,0.3134857033478429,,0.05735256911540065,,-0.7198769100246845,-0.4008879816612097,-8.186352779007295,-1.0697415024993742,0.17271133375671274,0.3015467154240915,,,,153039215509491.12,,,,,,,,,,-1.1904761904761905,319116.3694928216,-1.4492753622852976,,-2.272727272727265
2015_1,,,,3.5473200890228838,,,,-0.3892087409519177,0.24803595448556945,5.396515165461053,-0.8906428363557044,,2.7413989666027536,1.3869461110686017,1.3209692375250306,6.373618494654092,0.0816836468971703,-1.3547766038904665e-07,,,,0.438118259416406,,,,0.21554601080436986,0.29986725209172593,0.07577848467649739,-1.734023020313534,,0.20030602500873665,0.11367176173706195,-6.76402013051626,0.3316089372428489,0.3226056683712414,0.3067121834707863,,,,115.82569104075951,,,,,,-2.752705997339282,1099.042328836978,,-1.0988919352947624,-1.1904650371671546,387143.0180207578,36801694.97832398,,
2015_1,3.659299934579112,,,1.0155358647504429,,,,-0.6255803352326296,-0.44168677022462605,3.2506653928088243,5.816780876829425,,0.3665325868378147,1.2377566951321066,1.1741502352775095,2.8256422980840368,-0.285252375216187,0.0005429212055947631,0.3765912537452396,,,0.393309113573281,,,,0.08236603092462524,-0.007014629402742889,-0.012263702116640296,0.31714239430583424,,0.042442236122105965,0.1501470370424447,-0.5252210343179136,0.3172761577496219,0.17093590969777314,0.3087845593918912,-2.5112242276232015,,,-0.3714990259696631,,,,,,5.558309319269954,-1.1056172679625844,,-1.0989010969308577,10.900257003909118,-1.0239413110472786,121.15665595798937,,
2015_1,0.33356196002251715,-0.6694791863864098,6.659760484022765,3.0099014291439534,,,,-0.22231185472202067,-0.4044034042778326,-0.04311744952616232,1.5555003897005857,,-4.032735822194904,-0.07442982371018811,4.7322980832350865,6.164643349425387,1.3840200840823795e-06,-1.9582969754578375e-06,0.33853960073625144,-0.020951171738668117,-5.697277949547208,0.3369378451863143,,,,0.3104541883687012,-0.00542659449467342,0.144822517800279,0.2597120714771525,,-6.073065544281826,0.10807559540843348,0.30046696519877336,0.3222419081032456,0.346083254803802,0.3182358455227933,,,13.559479442632036,18.211966014595422,,,,,,,203.70324089698158,,-1.0835600950810214,,27.126566985254225,1951.3698302686012,,
2015_1,,,2.2713154587175794,2.2244075006589608,,,,,35.790874630448904,5.4569744086544345,2.0313136445722617,,,7.298435661646973,7.631900268608098,0.4709392373582086,2.3469416545074635,-0.0029573373082927897,,,-0.110500995205584,0.3749379574748804,,,,,0.2985641538968232,-0.04732070641893316,-2.9926680581725877,,,0.30307967277872805,0.30039356357067704,0.272472365349656,0.35264729395692984,0.3035793068407323,,,3.16239597151129,2.810483293423316,,,,,-1.2971283467454244,3.341171278809837e+17,12071.789535610515,,,-1.1904753271335946,552443268.5862049,2.6194705027031363e+18,-1.666576733805102,
2015_1,,,,-1.921828009354276e-08,0.04474847742094746,,,4.6261041095795585,9.989539820006991,,1.3237511688358443,,1.7544655322123897,1.7348771691654097,0.3538803276569996,0.4874857662888582,-0.012702193892903887,-inf,,,,0.4310261491991094,-0.010655160820844722,,,0.27585894994537263,0.3032410567317947,,0.30989492349583303,,-0.6585870687265027,-1.1066059487285318,0.3017145981366475,0.32717732075402195,0.34567734613193946,-inf,,,,,8766304375945.768,,,-1.6949152542372885,-1.2987012987012987,,4.389198760799365e+16,,-1.0989010989010988,-0.9104239292432762,-1.923076923076908,-1.4492753623188408,,
2015_1,,,,3.3209034071728962,,,,1.8468174769831696,1.9710418190036727,11.482783855045035,4.41354836746849,,2.8498884196524514,0.4470007735173948,1.8703225007771243,18.620831352893607,0.3256165447739952,-0.2148755883831544,,,,0.12747330670568036,,,,0.19968192666869175,-0.519066698153567,0.17923644904818614,0.3139101341720204,,0.16683576750707618,0.3047454373187655,-1.3026265004415318,0.3329109599262696,-1.1172525177053978,0.11224586014879312,,,,-0.19533718476668904,,,,-1.6949152542372885,-1.2984644001563834,42.076777617684066,-1.1903867786167912,,-1.0989007494246823,168.30753128702722,-1.9229706239476905,-1.428674566984823,8.909687329828254,
2015_1,-0.010598937510845091,,13.470416611083948,-1.6785275473336474,7.892135770888253,,,-0.010351616123375318,4.758112624382657,,3.5749320175341786,,4.288432067404628,-1.791608577322749e-15,2.0487228378452147,-0.41748611043136974,0.7554585882163115,0.0,0.4828587784536851,,0.3198101968214111,-0.5651781407887024,-2.3281911857784294,,,0.4330378743551918,0.30578719590385506,,-1.959515276876158,,-0.3791852341733095,0.3064107440934389,0.2929333528899825,0.050428206629991146,0.3538923361352377,0.3127990026995011,,,4.976645637084416e+17,,2.2679238204208203e+28,,,,9.482737906498404e+23,,80907355.46306422,,136701148.666322,,0.6797984364426276,,-1.6664997641207837,
2015_1,-inf,,,4.618238705477318,4.401509065065638,,,,9.596530696216616,,-806.8148638982567,,-5.112075697613023,-27.587044964912177,-inf,,-5.252830339791677e-07,-0.015934446863777076,-inf,,,0.4383256288442861,0.11079602532302067,,,,0.2991112563393118,,-7057.9863638118395,,-2.397950097029917,-18.769985592015946,-inf,,0.3513964563432607,0.30895175873940794,,,,234.08645638600868,2.041370309022391e+19,,,,12577479.104835466,,615.3168367385708,,,,,,,
2015_1,2.348645170382152,,,0.692680134842359,,,,24.86205975969821,-0.0008331891672436307,,2.3882139623655267,2.3798292690460547,0.1559683561686632,3.1979853092326604,3.2566492440793207,19.544458852430697,0.0007747001748970703,1.2733689143397433e-05,0.09268305620647754,,,0.4161844001220109,,,,0.3942956649517958,0.3133801850174003,,0.3140108248753426,-0.057555483003861374,-0.18323853330641396,0.16217828945630908,0.2957219571862023,0.32764009857665555,0.3556101734375293,0.30614782126579665,-2.631343673655701,,,0.029426709765097217,,,,-1.6949152529863911,,,-0.7024206974125974,-0.8024462946682299,-1.051703148529384,3.1292829407755764,-1.9230766024026769,-1.4489245405331288,,
